server_replicas,num_concurrent_clients_scenario,num_messages_per_client_scenario,total_connections_attempted,successful_connections,total_messages_sent,total_messages_received,average_latency_ms,max_latency_ms,min_latency_ms,total_errors,total_latency_sum_ms,scenario_success_rate,language
2,10,1,10,8,8,8,0.4031336000025476,1.1921279997295642,0.0,2,4.031336000025476,1.0,python
2,10,10,10,10,100,100,0.47916472001816146,0.5113727999287221,0.41137739999612677,0,47.916472001816146,1.0,python
2,10,100,10,10,1000,1000,0.2670753350034829,0.2749211800210105,0.2618137499985096,0,267.0753350034829,1.0,python
2,10,1000,10,10,10000,10000,0.551660568901525,0.5572115470049539,0.5461494460055292,0,5516.60568901525,1.0,python
2,20,1,20,20,20,20,1.298127850009223,1.407436000135931,1.1759600001823856,0,25.96255700018446,1.0,python
2,20,10,20,20,200,200,0.48539922500140165,0.515509600063524,0.43239910000920645,0,97.07984500028033,1.0,python
2,20,100,20,20,2000,2000,0.9076403285050674,0.9328925599947979,0.8868544099823339,0,1815.2806570101347,1.0,python
2,20,1000,20,20,20000,20000,0.5620351423006695,0.5649992340008794,0.5584940690046096,0,11240.702846013392,1.0,python
2,30,1,30,30,30,30,2.151665299955615,2.5567859997863707,1.8747429999166343,0,64.54995899866844,1.0,python
2,30,10,30,30,300,300,1.0927553333218991,1.176011099914831,1.063215200065315,0,327.8265999965697,1.0,python
2,30,100,30,30,3000,3000,0.8647219719967628,0.8732364799925563,0.8593063400167011,0,2594.1659159902883,1.0,python
2,30,1000,30,30,30000,30000,0.7886104978997689,0.8062028069994085,0.7621248729956278,0,23658.314936993065,1.0,python
2,40,1,40,40,40,40,3.146559000015259,3.9688030001343577,2.8324719996817294,0,125.86236000061035,1.0,python
2,40,10,40,40,400,400,1.2657471574857482,1.3429944000108662,1.2230292999902304,0,506.29886299429927,1.0,python
2,40,100,40,40,4000,4000,1.5082832582476158,1.545511809990785,1.4878492000207189,0,6033.133032990463,1.0,python
2,40,1000,40,40,40000,40000,0.9161296590998518,0.9214565520096585,0.9110550400055217,0,36645.18636399407,1.0,python
2,50,1,50,50,50,50,2.1617680799499794,5.369771999994555,1.3146229998710623,0,108.08840399749897,1.0,python
2,50,10,50,50,500,500,1.238609659991198,1.3787091000267537,1.1996148999969591,0,619.304829995599,1.0,python
2,50,100,50,50,5000,5000,1.10352773659788,1.143180580011176,1.073309499993229,0,5517.6386829894,1.0,python
2,50,1000,50,50,50000,50000,1.1778967594798542,1.1831971279966638,1.1724584379976477,0,58894.837973992704,1.0,python
2,60,1,60,60,60,60,3.421197233349934,4.296813000109978,2.948925000055169,0,205.27183400099602,1.0,python
2,60,10,60,60,600,600,1.6445376149908952,1.7124686000897782,1.6166740000244317,0,986.7225689945371,1.0,python
2,60,100,60,60,6000,6000,1.7829871551711374,1.8021440700204039,1.7636536299960426,0,10697.922931026824,1.0,python
2,60,1000,60,60,60000,60000,1.693055319634656,1.6944448600138458,1.691989230008403,0,101583.31917807937,1.0,python
2,70,1,70,70,70,70,2.2095015428411506,4.211457000110386,1.8230599998787511,0,154.66510799888056,1.0,python
2,70,10,70,70,700,700,2.9739716299984917,3.2831786000315333,2.850560100068833,0,2081.7801409989443,1.0,python
2,70,100,70,70,7000,7000,1.644451681857845,1.6631652299929556,1.635067420006635,0,11511.161773004915,1.0,python
2,70,1000,70,70,70000,70000,1.707098224286327,1.7176544610074416,1.6942211570008112,0,119496.87570004289,1.0,python
2,80,1,80,80,80,80,2.6676790624719615,5.315670000072714,2.248444000088057,0,213.41432499775692,1.0,python
2,80,10,80,80,800,800,2.0985130487565584,2.3121313999581616,2.03331719990274,0,1678.8104390052467,1.0,python
2,80,100,80,80,8000,8000,1.802986898876327,1.9109676900461636,1.6822682500287556,0,14423.895191010615,1.0,python
2,80,1000,80,80,80000,80000,2.012979741811847,2.018515921996368,2.01055358199892,0,161038.37934494778,1.0,python
2,90,1,90,90,90,90,4.175675200010826,7.3249080001005495,2.7864499998031533,0,375.81076800097435,1.0,python
2,90,10,90,90,900,900,2.9806252977914482,3.272270000024946,2.811475500038796,0,2682.5627680123034,1.0,python
2,90,100,90,90,9000,9000,2.168825712554179,2.22454721998929,2.1286479799618974,0,19519.431412987615,1.0,python
2,90,1000,90,90,90000,90000,2.1567034003119967,2.1641819809979097,2.15074062700387,0,194103.3060280797,1.0,python
2,100,1,100,100,100,100,3.846504320022177,5.744916999901761,3.265330000431277,0,384.6504320022177,1.0,python
2,100,10,100,100,1000,1000,3.9070246089972898,4.190323599914336,3.8022796000404924,0,3907.0246089972898,1.0,python
2,100,100,100,100,10000,10000,2.4177056137014916,2.485140820003835,2.373617190019104,0,24177.056137014915,1.0,python
2,100,1000,100,100,100000,100000,2.501283070970212,2.516599012993538,2.4837086070056102,0,250128.3070970212,1.0,python
2,1000,1,1000,1000,1000,1000,36.249687035989616,62.41008899996814,29.805891999785672,0,36249.68703598961,1.0,python
2,1000,10,1000,1000,10000,10000,29.726414410098094,40.946877000033055,28.778913499991177,0,297264.14410098095,1.0,python
2,1000,100,1000,1000,100000,100000,27.942867252600877,28.111710880020837,27.813469920019998,0,2794286.7252600878,1.0,python
2,1000,1000,1000,1000,1000000,1000000,27.677588708589248,27.827723828002036,27.668258832006813,0,27677588.708589245,1.0,python
4,10,1,10,10,10,10,0.4019528000299033,0.49184899989995756,0.28942400012965663,0,4.019528000299033,1.0,python
4,10,10,10,10,100,100,0.4133872999864252,0.4352543000550213,0.39442340007553867,0,41.33872999864252,1.0,python
4,10,100,10,10,1000,1000,0.31782319999229003,0.3234788299914726,0.30764565000481525,0,317.82319999229003,1.0,python
4,10,1000,10,10,10000,10000,0.34513069759959764,0.3467772059912022,0.3430036539957655,0,3451.3069759959762,1.0,python
4,20,1,20,20,20,20,1.1204833499732558,1.2460469997677137,0.9573829997862049,0,22.409666999465117,1.0,python
4,20,10,20,20,200,200,0.7096685550163784,0.7823880000614736,0.6764066999494389,0,141.93371100327568,1.0,python
4,20,100,20,20,2000,2000,0.6962049054945965,0.7113763199777168,0.6893481900033294,0,1392.409810989193,1.0,python
4,20,1000,20,20,20000,20000,0.6492853528479146,0.6508486749926305,0.647495559003346,0,12985.70705695829,1.0,python
4,30,1,30,30,30,30,0.8438814000176839,1.1719919998540718,0.6599420003112755,0,25.316442000530515,1.0,python
4,30,10,30,30,300,300,1.0925097666616541,1.1762374999307212,1.0538350001752406,0,327.75292999849626,1.0,python
4,30,100,30,30,3000,3000,1.675116285999896,1.7076212900292376,1.6557039400322537,0,5025.348857999688,1.0,python
4,30,1000,30,30,30000,30000,1.0023056451979453,1.0070352260072468,0.9970469759855405,0,30069.169355938357,1.0,python
4,40,1,40,40,40,40,1.90708157501831,2.5279989995397045,1.5447049991053063,0,76.2832630007324,1.0,python
4,40,10,40,40,400,400,1.6234413700112782,1.7040179001014621,1.5792365000379505,0,649.3765480045113,1.0,python
4,40,100,40,40,4000,4000,1.4764121997552593,1.4895867000086582,1.4673389800100267,0,5905.648799021037,1.0,python
4,40,1000,40,40,40000,40000,1.2754292818978228,1.2789429939766706,1.2732955909805241,0,51017.171275912915,1.0,python
4,50,1,50,50,50,50,1.9430799399378884,3.6062680001123226,1.3435319997370243,0,97.15399699689442,1.0,python
4,50,10,50,50,500,500,1.5896041979940492,1.6931001999182627,1.558104500054469,0,794.8020989970246,1.0,python
4,50,100,50,50,5000,5000,1.7590445693977017,1.772938889944271,1.7496756400396407,0,8795.222846988509,1.0,python
4,50,1000,50,50,50000,50000,1.4599787775824553,1.4654349640040891,1.4559221549870927,0,72998.93887912275,1.0,python
4,60,1,60,60,60,60,2.119811983357067,3.568207000171242,1.669333999416267,0,127.18871900142403,1.0,python
4,60,10,60,60,600,600,2.0982342433217127,2.2540918998856796,1.9828871001664083,0,1258.9405459930276,1.0,python
4,60,100,60,60,6000,6000,1.7807338981647263,1.8088344100033282,1.7652588300279604,0,10684.403388988358,1.0,python
4,60,1000,60,60,60000,60000,1.7877288846693167,1.7905838370033962,1.785309817023517,0,107263.733080159,1.0,python
4,70,1,70,70,70,70,2.665852857210536,4.495711000345182,2.0248749997335835,0,186.60970000473753,1.0,python
4,70,10,70,70,700,700,1.7952954971263222,1.956852800140041,1.7532638999909977,0,1256.7068479884256,1.0,python
4,70,100,70,70,7000,7000,3.071855725574486,3.0935574300019653,3.0549780599903897,0,21502.9900790214,1.0,python
4,70,1000,70,70,70000,70000,2.2552459773998503,2.261413154012189,2.2477931150078803,0,157867.21841798953,1.0,python
4,80,1,80,80,80,80,3.154255612457746,4.555286000140768,2.7637389994197292,0,252.34044899661967,1.0,python
4,80,10,80,80,800,800,2.541231063746636,2.8330047999588714,2.430062499934138,0,2032.984850997309,1.0,python
4,80,100,80,80,8000,8000,2.510392546125672,2.532873270001801,2.5015335099487856,0,20083.140369005378,1.0,python
4,80,1000,80,80,80000,80000,4.175211702861134,4.183569906002049,4.16204645898415,0,334016.93622889067,1.0,python
4,90,1,90,90,90,90,5.537145122212274,10.047671999927843,4.117815000427072,0,498.34306099910464,1.0,python
4,90,10,90,90,900,900,2.613792968888649,2.7455334998194303,2.5307636000434286,0,2352.413671999784,1.0,python
4,90,100,90,90,9000,9000,2.824463532554546,2.8427730199564394,2.8156571500221617,0,25420.171792990914,1.0,python
4,90,1000,90,90,90000,90000,2.6927472071684657,2.695056594008747,2.690884526990885,0,242347.24864516192,1.0,python
4,100,1,100,100,100,100,3.4223181499692146,6.101735999436642,2.623207999931765,0,342.23181499692146,1.0,python
4,100,10,100,100,1000,1000,2.876474410009905,3.142855900023278,2.781856000001426,0,2876.474410009905,1.0,python
4,100,100,100,100,10000,10000,2.73292834440108,2.763109199968312,2.7275781300158997,0,27329.283444010798,1.0,python
4,100,1000,100,100,100000,100000,3.0351596756504113,3.0403754569961166,3.0326058399978137,0,303515.96756504115,1.0,python
4,1000,1,1000,1000,1000,1000,37.336360023983616,109.32164099995134,28.38205799980642,0,37336.360023983616,1.0,python
4,1000,10,1000,1000,10000,10000,33.73973685470692,37.153671300166025,32.53843650009003,0,337397.36854706914,1.0,python
4,1000,100,1000,1000,100000,100000,34.282074492122106,34.6632176500043,34.21064412001215,0,3428207.4492122103,1.0,python
4,1000,1000,1000,1000,1000000,1000000,33.85390601905053,33.88784253299673,33.84234092400675,0,33853906.01905052,1.0,python
6,10,1,10,10,10,10,0.5689019001692941,0.7551760008936981,0.43034900045313407,0,5.689019001692941,1.0,python
6,10,10,10,10,100,100,0.3581388500515459,0.3840906001641997,0.3408577001209778,0,35.81388500515459,1.0,python
6,10,100,10,10,1000,1000,0.3455593249946105,0.3542180999465927,0.3402118000212795,0,345.5593249946105,1.0,python
6,10,1000,10,10,10000,10000,0.35164666019481955,0.35319925399198837,0.34926983599507366,0,3516.4666019481956,1.0,python
6,20,1,20,20,20,20,1.2427680001110275,2.3926880003273254,0.7699699999648146,0,24.85536000222055,1.0,python
6,20,10,20,20,200,200,0.7996019500023976,0.8994328999506251,0.7208055999399221,0,159.92039000047953,1.0,python
6,20,100,20,20,2000,2000,1.3114784744984718,1.3364649200775602,1.2812219500665378,0,2622.9569489969435,1.0,python
6,20,1000,20,20,20000,20000,0.9358792528978483,0.9551674450058272,0.9188462870015428,0,18717.585057956967,1.0,python
6,30,1,30,30,30,30,1.179898133311023,1.6566210006203619,0.9937260001606774,0,35.39694399933069,1.0,python
6,30,10,30,30,300,300,1.040663806631225,1.09139829992273,1.0175275998335565,0,312.1991419893675,1.0,python
6,30,100,30,30,3000,3000,0.9738577156631436,0.9860221999679197,0.9643416099879687,0,2921.573146989431,1.0,python
6,30,1000,30,30,30000,30000,0.9995420215652909,1.0023506899897257,0.9973334920096022,0,29986.260646958726,1.0,python
6,40,1,40,40,40,40,1.492375724978956,1.759722000315378,1.192668000840058,0,59.69502899915824,1.0,python
6,40,10,40,40,400,400,1.6114058474977355,1.7989045998547226,1.5375231999314565,0,644.5623389990942,1.0,python
6,40,100,40,40,4000,4000,1.3269676140014326,1.3486433500565909,1.3153212800261826,0,5307.87045600573,1.0,python
6,40,1000,40,40,40000,40000,1.2891659477003259,1.291582752002796,1.2874493540084586,0,51566.637908013035,1.0,python
6,50,1,50,50,50,50,2.2994288200425217,4.215502000079141,1.5327299997807131,0,114.97144100212608,1.0,python
6,50,10,50,50,500,500,1.5425560939693241,1.625590299772739,1.5089388999513176,0,771.2780469846621,1.0,python
6,50,100,50,50,5000,5000,2.9485526529975687,2.9890816200168047,2.901222120062812,0,14742.763264987843,1.0,python
6,50,1000,50,50,50000,50000,2.198346136640921,2.2059122769996975,2.188969473004363,0,109917.30683204604,1.0,python
6,60,1,60,60,60,60,4.41824596658383,6.374866000442125,3.746859999409935,0,265.0947579950298,1.0,python
6,60,10,60,60,600,600,1.987302684998819,2.189158500004851,1.925115799986088,0,1192.3816109992913,1.0,python
6,60,100,60,60,6000,6000,5.376635593502972,5.596944930002792,5.162927229985144,0,32259.813561017836,1.0,python
6,60,1000,60,60,60000,60000,3.228430366818187,3.2360517339911894,3.222361873992668,0,193705.8220090912,1.0,python
6,70,1,70,70,70,70,4.503503342922548,5.220969999754743,3.846428000542801,0,315.2452340045784,1.0,python
6,70,10,70,70,700,700,3.212861752864618,3.4121619999496033,3.0954336999457155,0,2249.0032270052325,1.0,python
6,70,100,70,70,7000,7000,2.962460777714893,2.9896866799663258,2.946956749956371,0,20737.225444004252,1.0,python
6,70,1000,70,70,70000,70000,3.148236332329621,3.156189652001558,3.1436355550067674,0,220376.5432630735,1.0,python
6,80,1,80,80,80,80,10.173620225043578,13.837072000569606,7.8429850000247825,0,813.8896180034862,1.0,python
6,80,10,80,80,800,800,3.108112572513164,3.471537100176647,2.943701299955137,0,2486.4900580105314,1.0,python
6,80,100,80,80,8000,8000,3.3539908520078825,3.3969572800469905,3.3187822199397488,0,26831.92681606306,1.0,python
6,80,1000,80,80,80000,80000,2.587726085361578,2.591366285985714,2.5852640980019714,0,207018.08682892623,1.0,python
6,90,1,90,90,90,90,5.863418355632651,6.976775999646634,5.293063000863185,0,527.7076520069386,1.0,python
6,90,10,90,90,900,900,4.5927188799729874,4.856142700100463,4.426878800040868,0,4133.446991975688,1.0,python
6,90,100,90,90,9000,9000,4.164608221217754,4.203173290061386,4.128386299980775,0,37481.473990959785,1.0,python
6,90,1000,90,90,90000,90000,2.9615286998686114,2.96559288600929,2.959392913001466,0,266537.58298817504,1.0,python
6,100,1,100,100,100,100,5.3509826000208704,6.6796829996746965,4.1734710002856445,0,535.098260002087,1.0,python
6,100,10,100,100,1000,1000,3.6387083830040865,3.840600099920266,3.553974500118784,0,3638.7083830040865,1.0,python
6,100,100,100,100,10000,10000,3.229690758095148,3.2791254300082073,3.21854598995742,0,32296.907580951483,1.0,python
6,100,1000,100,100,100000,100000,3.3607019856490026,3.3686666719750065,3.3557904199915356,0,336070.19856490026,1.0,python
6,1000,1,1000,1000,1000,1000,45.058908809994136,68.53586000033829,33.27510100007203,0,45058.90880999414,1.0,python
6,1000,10,1000,1000,10000,10000,36.956848098005324,39.828756999941106,35.4055447999599,0,369568.4809800532,1.0,python
6,1000,100,1000,1000,100000,100000,40.71133801820991,40.993707329971585,40.55015314997945,0,4071133.8018209906,1.0,python
6,1000,1000,1000,1000,1000000,1000000,35.0782842810883,35.10407140699863,35.0687532909742,0,35078284.2810883,1.0,python
8,10,1,10,10,10,10,0.4837271000724286,0.5830350000906037,0.37065500055177836,0,4.837271000724286,1.0,python
8,10,10,10,10,100,100,0.34407994000503095,0.37073790008435026,0.3267935001531441,0,34.407994000503095,1.0,python
8,10,100,10,10,1000,1000,0.7595354860231964,0.7718419900083973,0.7421624100879853,0,759.5354860231964,1.0,python
8,10,1000,10,10,10000,10000,0.386180667197641,0.39038989499204035,0.38239923799028475,0,3861.80667197641,1.0,python
8,20,1,20,20,20,20,1.3170293999792193,1.9000460006282083,1.0171839994654874,0,26.340587999584386,1.0,python
8,20,10,20,20,200,200,1.055114300047535,1.1332374001540302,0.9658471000875579,0,211.02286000950699,1.0,python
8,20,100,20,20,2000,2000,1.2733186849891354,1.2966452700038644,1.2221127799330134,0,2546.6373699782707,1.0,python
8,20,1000,20,20,20000,20000,1.1490640927501772,1.1547508239791568,1.1399024490019656,0,22981.281855003544,1.0,python
8,30,1,30,30,30,30,1.5277125333038082,1.8609279995871475,1.274696000109543,0,45.83137599911424,1.0,python
8,30,10,30,30,300,300,1.8505846133060306,2.0215048999489227,1.6264946002593206,0,555.1753839918092,1.0,python
8,30,100,30,30,3000,3000,1.0678476583367835,1.0883965599805379,1.0556942499988509,0,3203.5429750103503,1.0,python
8,30,1000,30,30,30000,30000,1.0709339147317223,1.0732527649979602,1.0665230569957203,0,32128.01744195167,1.0,python
8,40,1,40,40,40,40,3.3170659250345125,4.187854000520019,2.4528369995096,0,132.6826370013805,1.0,python
8,40,10,40,40,400,400,3.5788179675023457,3.830333999940194,3.4414263998769457,0,1431.5271870009383,1.0,python
8,40,100,40,40,4000,4000,3.413817394994112,3.4877305000100023,3.340540540011716,0,13655.269579976448,1.0,python
8,40,1000,40,40,40000,40000,3.7174038475777933,3.75299596498553,3.6777284710187814,0,148696.15390311173,1.0,python
8,50,1,50,50,50,50,9.378960080066463,13.39592200019979,7.193366999672435,0,468.94800400332315,1.0,python
8,50,10,50,50,500,500,11.449705846020152,18.45811599996523,10.501074500280083,0,5724.852923010076,1.0,python
8,50,100,50,50,5000,5000,5.760889214793133,5.833852120040319,5.659679159962252,0,28804.446073965664,1.0,python
8,50,1000,50,50,50000,50000,5.70049537706087,5.7140955250015395,5.675325697995504,0,285024.7688530435,1.0,python
8,60,1,60,60,60,60,10.039056833299279,16.500689999702445,8.029890000216255,0,602.3434099979568,1.0,python
8,60,10,60,60,600,600,8.277973801665818,9.220556399941415,7.833576900065964,0,4966.784280999491,1.0,python
8,60,100,60,60,6000,6000,6.571426160829257,6.749748409974927,6.3643136599966965,0,39428.55696497554,1.0,python
8,60,1000,60,60,60000,60000,6.746596950251964,6.770847366006819,6.7137517800010755,0,404795.8170151178,1.0,python
8,70,1,70,70,70,70,14.269744442844967,26.022707999800332,10.206973999629554,0,998.8821109991477,1.0,python
8,70,10,70,70,700,700,11.875174331429921,12.304131100063387,11.44733310002266,0,8312.622032000945,1.0,python
8,70,100,70,70,7000,7000,8.071501296007748,8.34807180003736,7.824466179999945,0,56500.50907205423,1.0,python
8,70,1000,70,70,70000,70000,7.634595613028887,7.705857955000283,7.614565104006942,0,534421.6929120221,1.0,python
8,80,1,80,80,80,80,13.228552000009586,28.388239000378235,9.263156999622879,0,1058.2841600007669,1.0,python
8,80,10,80,80,800,800,9.329087905001643,10.098773400113714,8.795642100085388,0,7463.270324001314,1.0,python
8,80,100,80,80,8000,8000,8.731171961248947,8.842065780054327,8.638836160025676,0,69849.37568999158,1.0,python
8,80,1000,80,80,80000,80000,8.75491024016485,8.77954024099472,8.720076489989879,0,700392.819213188,1.0,python
8,90,1,90,90,90,90,13.58017182224608,21.333843999855162,10.889500999837765,0,1222.2154640021472,1.0,python
8,90,10,90,90,900,900,10.469208117785659,11.17505459997119,10.135982000156218,0,9422.287306007092,1.0,python
8,90,100,90,90,9000,9000,3.072114486554205,3.1018561000018963,3.0489971399947535,0,27649.030378987845,1.0,python
8,90,1000,90,90,90000,90000,4.094831503922473,4.111230662978414,4.082741092002834,0,368534.83535302256,1.0,python
8,100,1,100,100,100,100,5.305851639996035,26.693808999880275,3.9442580000468297,0,530.5851639996035,1.0,python
8,100,10,100,100,1000,1000,3.543264127997645,3.810032300043531,3.4741331998702663,0,3543.264127997645,1.0,python
8,100,100,100,100,10000,10000,3.6578093068003907,3.683708559947263,3.6432903300283215,0,36578.09306800391,1.0,python
8,100,1000,100,100,100000,100000,3.3684804345777137,3.377940055985164,3.358302679999724,0,336848.04345777136,1.0,python
8,1000,1,1000,1000,1000,1000,51.7960028429743,147.12147199952597,44.03624999940803,0,51796.0028429743,1.0,python
8,1000,10,1000,1000,10000,10000,36.02205405359873,39.65358670002388,34.72448930006067,0,360220.5405359873,1.0,python
8,1000,100,1000,1000,100000,100000,38.40781441105012,39.96497428996918,38.29634016997261,0,3840781.4411050114,1.0,python
8,1000,1000,1000,1000,1000000,1000000,37.029782576520866,37.06548843798464,37.01043213400317,0,37029782.57652087,1.0,python
10,10,1,10,10,10,10,0.5692949000149383,0.7334319998335559,0.43446600011520786,0,5.692949000149383,1.0,python
10,10,10,10,10,100,100,0.41975218001425674,0.44978430014452897,0.393938200068078,0,41.975218001425674,1.0,python
10,10,100,10,10,1000,1000,0.3376278860014281,0.3465454700472037,0.33337665997350996,0,337.6278860014281,1.0,python
10,10,1000,10,10,10000,10000,0.3487312462980299,0.35037352701601776,0.34775181600525684,0,3487.3124629802987,1.0,python
10,20,1,20,20,20,20,0.9759415499047464,1.1648440004137228,0.8038039995881263,0,19.518830998094927,1.0,python
10,20,10,20,20,200,200,0.7239451999794255,0.7694769000408996,0.6896416999552457,0,144.7890399958851,1.0,python
10,20,100,20,20,2000,2000,0.6719636575007826,0.6846174100337521,0.6622860099832906,0,1343.9273150015651,1.0,python
10,20,1000,20,20,20000,20000,0.7173104813995451,0.7209824160081553,0.714428867992865,0,14346.209627990902,1.0,python
10,30,1,30,30,30,30,1.4865885334074846,2.676729999620875,1.1456929996711551,0,44.59765600222454,1.0,python
10,30,10,30,30,300,300,4.52916220665126,5.082340400167595,4.147727500003384,0,1358.748661995378,1.0,python
10,30,100,30,30,3000,3000,4.763772235325026,4.81161622999025,4.697561040020446,0,14291.316705975078,1.0,python
10,30,1000,30,30,30000,30000,4.635665377565571,4.648868537009548,4.6147955069982345,0,139069.96132696714,1.0,python
10,40,1,40,40,40,40,7.698578625036134,11.240262000683288,4.540072999589029,0,307.9431450014454,1.0,python
10,40,10,40,40,400,400,22.53006492250961,24.542665500030125,20.428365400039183,0,9012.025969003844,1.0,python
10,40,100,40,40,4000,4000,5.192554769249682,5.273277700007384,5.099495100057538,0,20770.21907699873,1.0,python
10,40,1000,40,40,40000,40000,6.259518199851596,6.3743026410120365,6.076416903000791,0,250380.7279940638,1.0,python
10,50,1,50,50,50,50,11.35204881997197,19.331038000018452,8.926806999625114,0,567.6024409985985,1.0,python
10,50,10,50,50,500,500,14.710442813970076,16.71929399963119,12.284860800082242,0,7355.221406985038,1.0,python
10,50,100,50,50,5000,5000,8.125624296991736,8.493300950021876,7.809482440015927,0,40628.12148495868,1.0,python
10,50,1000,50,50,50000,50000,8.373278761741986,8.406834342987167,8.276403160027257,0,418663.9380870993,1.0,python
10,60,1,60,60,60,60,6.606264283285175,21.117664000485092,4.290277999643877,0,396.37585699711053,1.0,python
10,60,10,60,60,600,600,11.039885651662189,12.350317400068889,10.212017499907233,0,6623.931390997313,1.0,python
10,60,100,60,60,6000,6000,9.98370498216203,10.290900470072302,9.682831019999867,0,59902.22989297217,1.0,python
10,60,1000,60,60,60000,60000,9.990027605667137,10.02863307899679,9.922906092999256,0,599401.6563400283,1.0,python
